timestamp,sector_id,resource_type,stock_level,usage_rate_hourly,snap_event_detected,restock_amount,restock_reason
2026-02-12T09:00:00,Sanctum Sanctorum,Medical Kits,809.7562,2.34,False,0.0,
2026-02-12T09:00:00,Sanctum Sanctorum,Pym Particles,492.7817,0.97,False,0.0,
2026-02-12T09:00:00,Sanctum Sanctorum,Vibranium (kg),7214.616,9.23,False,0.0,
2026-02-12T09:00:00,Sokovia,Arc Reactor Cores,889.1336,0.94,False,0.0,
2026-02-12T09:00:00,Sokovia,Clean Water (L),3036.4684,7.72,False,0.0,
2026-02-12T09:00:00,Sokovia,Medical Kits,955.2734,7.56,False,0.0,
2026-02-12T09:00:00,Sokovia,Pym Particles,1025.8991,1.22,False,0.0,
2026-02-12T09:00:00,Sokovia,Vibranium (kg),4689.081,0.5,False,0.0,
2026-02-12T09:00:00,Wakanda,Arc Reactor Cores,935.7264,1.78,False,0.0,
2026-02-12T09:00:00,Wakanda,Clean Water (L),4243.3214,4.56,False,0.0,
2026-02-12T09:00:00,Wakanda,Medical Kits,697.9155,1.84,False,0.0,
2026-02-12T09:00:00,Wakanda,Pym Particles,1025.2156,0.5,False,0.0,
2026-02-12T09:00:00,Wakanda,Vibranium (kg),4139.2526,0.5,False,0.0,
2026-02-12T10:00:00,Avengers Compound,Arc Reactor Cores,980.7161,0.94,False,0.0,
2026-02-12T10:00:00,Avengers Compound,Clean Water (L),2353.4539,9.02,False,0.0,
2026-02-12T10:00:00,Avengers Compound,Medical Kits,789.6231,3.6,False,0.0,
2026-02-12T10:00:00,Avengers Compound,Pym Particles,980.8054,3.21,False,0.0,
2026-02-12T10:00:00,Avengers Compound,Vibranium (kg),4221.901,5.19,False,0.0,
2026-02-12T10:00:00,New Asgard,Arc Reactor Cores,1132.9564,1.34,False,0.0,
2026-02-12T10:00:00,New Asgard,Clean Water (L),4774.1853,3.33,False,0.0,
2026-02-12T10:00:00,New Asgard,Medical Kits,457.7291,0.5,False,0.0,
2026-02-12T10:00:00,New Asgard,Pym Particles,1177.5745,0.78,False,0.0,
2026-02-12T10:00:00,New Asgard,Vibranium (kg),7040.3842,1.58,False,0.0,
2026-02-12T10:00:00,Sanctum Sanctorum,Arc Reactor Cores,708.2286,0.91,False,0.0,
2026-02-12T10:00:00,Sanctum Sanctorum,Clean Water (L),3141.919,5.27,False,0.0,
2026-02-12T10:00:00,Sanctum Sanctorum,Medical Kits,806.4762,3.28,False,0.0,
2026-02-12T10:00:00,Sanctum Sanctorum,Pym Particles,492.1517,0.63,False,0.0,
2026-02-12T10:00:00,Sanctum Sanctorum,Vibranium (kg),7205.646,8.97,False,0.0,
2026-02-12T10:00:00,Sokovia,Arc Reactor Cores,888.6336,0.5,False,0.0,
2026-02-12T10:00:00,Sokovia,Clean Water (L),3029.5284,6.94,False,0.0,
2026-02-12T10:00:00,Sokovia,Medical Kits,950.3434,4.93,False,0.0,
2026-02-12T10:00:00,Sokovia,Pym Particles,1023.3891,2.51,False,0.0,
2026-02-12T10:00:00,Sokovia,Vibranium (kg),4687.621,1.46,False,0.0,
2026-02-12T10:00:00,Wakanda,Arc Reactor Cores,935.2264,0.5,False,0.0,
2026-02-12T10:00:00,Wakanda,Clean Water (L),4241.5814,1.74,False,0.0,
2026-02-12T10:00:00,Wakanda,Medical Kits,696.3055,1.61,False,0.0,
2026-02-12T10:00:00,Wakanda,Pym Particles,1024.7156,0.5,False,0.0,
2026-02-12T10:00:00,Wakanda,Vibranium (kg),4138.4926,0.76,False,0.0,
2026-02-12T11:00:00,Avengers Compound,Arc Reactor Cores,980.0761,0.64,False,0.0,
2026-02-12T11:00:00,Avengers Compound,Clean Water (L),2348.2539,5.2,False,0.0,
2026-02-12T11:00:00,Avengers Compound,Medical Kits,787.2531,2.37,False,0.0,
2026-02-12T11:00:00,Avengers Compound,Pym Particles,978.4554,2.35,False,0.0,
2026-02-12T11:00:00,Avengers Compound,Vibranium (kg),4216.621,5.28,False,0.0,
2026-02-12T11:00:00,New Asgard,Arc Reactor Cores,1130.2664,2.69,False,0.0,
2026-02-12T11:00:00,New Asgard,Clean Water (L),4770.7953,3.39,False,0.0,
2026-02-12T11:00:00,New Asgard,Medical Kits,457.2291,0.5,False,0.0,
2026-02-12T11:00:00,New Asgard,Pym Particles,1176.7945,0.78,False,0.0,
2026-02-12T11:00:00,New Asgard,Vibranium (kg),7037.6442,2.74,False,0.0,
2026-02-12T11:00:00,Sanctum Sanctorum,Arc Reactor Cores,706.8286,1.4,False,0.0,
2026-02-12T11:00:00,Sanctum Sanctorum,Clean Water (L),3135.779,6.14,False,0.0,
2026-02-12T11:00:00,Sanctum Sanctorum,Medical Kits,803.3862,3.09,False,0.0,
2026-02-12T11:00:00,Sanctum Sanctorum,Pym Particles,491.2417,0.91,False,0.0,
2026-02-12T11:00:00,Sanctum Sanctorum,Vibranium (kg),7196.206,9.44,False,0.0,
2026-02-12T11:00:00,Sokovia,Arc Reactor Cores,887.3836,1.25,False,0.0,
2026-02-12T11:00:00,Sokovia,Clean Water (L),3025.5384,3.99,False,0.0,
2026-02-12T11:00:00,Sokovia,Medical Kits,945.1234,5.22,False,0.0,
2026-02-12T11:00:00,Sokovia,Pym Particles,1022.6291,0.76,False,0.0,
2026-02-12T11:00:00,Sokovia,Vibranium (kg),4685.481,2.14,False,0.0,
2026-02-12T11:00:00,Wakanda,Arc Reactor Cores,934.6664,0.56,False,0.0,
2026-02-12T11:00:00,Wakanda,Clean Water (L),4240.2214,1.36,False,0.0,
2026-02-12T11:00:00,Wakanda,Medical Kits,693.9955,2.31,False,0.0,
2026-02-12T11:00:00,Wakanda,Pym Particles,1023.2956,1.42,False,0.0,
2026-02-12T11:00:00,Wakanda,Vibranium (kg),4135.6726,2.82,False,0.0,
2026-02-12T12:00:00,Avengers Compound,Arc Reactor Cores,977.8561,2.22,False,0.0,
2026-02-12T12:00:00,Avengers Compound,Clean Water (L),2341.4439,6.81,False,0.0,
2026-02-12T12:00:00,Avengers Compound,Medical Kits,784.6531,2.6,False,0.0,
2026-02-12T12:00:00,Avengers Compound,Pym Particles,976.2554,2.2,False,0.0,
2026-02-12T12:00:00,Avengers Compound,Vibranium (kg),4209.691,6.93,False,0.0,
2026-02-12T12:00:00,New Asgard,Arc Reactor Cores,1127.6064,2.66,False,0.0,
2026-02-12T12:00:00,New Asgard,Clean Water (L),4765.4353,5.36,False,0.0,
2026-02-12T12:00:00,New Asgard,Medical Kits,455.6291,1.6,False,0.0,
2026-02-12T12:00:00,New Asgard,Pym Particles,1175.8645,0.93,False,0.0,
2026-02-12T12:00:00,New Asgard,Vibranium (kg),7032.0542,5.59,False,0.0,
2026-02-12T12:00:00,Sanctum Sanctorum,Arc Reactor Cores,705.6786,1.15,False,0.0,
2026-02-12T12:00:00,Sanctum Sanctorum,Clean Water (L),3126.769,9.01,False,0.0,
2026-02-12T12:00:00,Sanctum Sanctorum,Medical Kits,801.7862,1.6,False,0.0,
2026-02-12T12:00:00,Sanctum Sanctorum,Pym Particles,490.0417,1.2,False,0.0,
2026-02-12T12:00:00,Sanctum Sanctorum,Vibranium (kg),7187.016,9.19,False,0.0,
2026-02-12T12:00:00,Sokovia,Arc Reactor Cores,886.8836,0.5,False,0.0,
2026-02-12T12:00:00,Sokovia,Clean Water (L),3016.1584,9.38,False,0.0,
2026-02-12T12:00:00,Sokovia,Medical Kits,938.4934,6.63,False,0.0,
2026-02-12T12:00:00,Sokovia,Pym Particles,1021.3991,1.23,False,0.0,
2026-02-12T12:00:00,Sokovia,Vibranium (kg),4684.981,0.5,False,0.0,
2026-02-12T12:00:00,Wakanda,Arc Reactor Cores,932.4864,2.18,False,0.0,
2026-02-12T12:00:00,Wakanda,Clean Water (L),4239.1714,1.05,False,0.0,
2026-02-12T12:00:00,Wakanda,Medical Kits,692.2255,1.77,False,0.0,
2026-02-12T12:00:00,Wakanda,Pym Particles,1022.7856,0.51,False,0.0,
2026-02-12T12:00:00,Wakanda,Vibranium (kg),4133.8126,1.86,False,0.0,
2026-02-12T13:00:00,Avengers Compound,Arc Reactor Cores,976.4861,1.37,False,0.0,
2026-02-12T13:00:00,Avengers Compound,Clean Water (L),2339.0739,2.37,False,0.0,
2026-02-12T13:00:00,Avengers Compound,Medical Kits,780.6031,4.05,False,0.0,
2026-02-12T13:00:00,Avengers Compound,Pym Particles,973.7554,2.5,False,0.0,
2026-02-12T13:00:00,Avengers Compound,Vibranium (kg),4204.761,4.93,False,0.0,
2026-02-12T13:00:00,New Asgard,Arc Reactor Cores,1124.8364,2.77,False,0.0,
2026-02-12T13:00:00,New Asgard,Clean Water (L),4760.3853,5.05,False,0.0,
2026-02-12T13:00:00,New Asgard,Medical Kits,454.9491,0.68,False,0.0,
2026-02-12T13:00:00,New Asgard,Pym Particles,1175.3645,0.5,False,0.0,
2026-02-12T13:00:00,New Asgard,Vibranium (kg),7026.7642,5.29,False,0.0,
2026-02-12T13:00:00,Sanctum Sanctorum,Arc Reactor Cores,704.1986,1.48,False,0.0,
2026-02-12T13:00:00,Sanctum Sanctorum,Clean Water (L),3121.839,4.93,False,0.0,
2026-02-12T13:00:00,Sanctum Sanctorum,Medical Kits,798.0362,3.75,False,0.0,
2026-02-12T13:00:00,Sanctum Sanctorum,Pym Particles,488.8917,1.15,False,0.0,
2026-02-12T13:00:00,Sanctum Sanctorum,Vibranium (kg),7184.796,2.22,False,0.0,
2026-02-12T13:00:00,Sokovia,Arc Reactor Cores,886.3836,0.5,False,0.0,
2026-02-12T13:00:00,Sokovia,Clean Water (L),3011.4384,4.72,False,0.0,
2026-02-12T13:00:00,Sokovia,Medical Kits,935.2234,3.27,False,0.0,
2026-02-12T13:00:00,Sokovia,Pym Particles,1020.8991,0.5,False,0.0,
2026-02-12T13:00:00,Sokovia,Vibranium (kg),4679.511,5.47,False,0.0,
2026-02-12T13:00:00,Wakanda,Arc Reactor Cores,929.7164,2.77,False,0.0,
2026-02-12T13:00:00,Wakanda,Clean Water (L),4238.6714,0.5,False,0.0,
2026-02-12T13:00:00,Wakanda,Medical Kits,689.3255,2.9,False,0.0,
2026-02-12T13:00:00,Wakanda,Pym Particles,1022.2856,0.5,False,0.0,
2026-02-12T13:00:00,Wakanda,Vibranium (kg),4131.5726,2.24,False,0.0,
2026-02-12T14:00:00,Avengers Compound,Arc Reactor Cores,975.9861,0.5,False,0.0,
2026-02-12T14:00:00,Avengers Compound,Clean Water (L),2335.4339,3.64,False,0.0,
2026-02-12T14:00:00,Avengers Compound,Medical Kits,777.5531,3.05,False,0.0,
2026-02-12T14:00:00,Avengers Compound,Pym Particles,971.6154,2.14,False,0.0,
2026-02-12T14:00:00,Avengers Compound,Vibranium (kg),4199.291,5.47,False,0.0,
2026-02-12T14:00:00,New Asgard,Arc Reactor Cores,1122.2464,2.59,False,0.0,
2026-02-12T14:00:00,New Asgard,Clean Water (L),4756.0453,4.34,False,0.0,
2026-02-12T14:00:00,New Asgard,Medical Kits,454.4491,0.5,False,0.0,
2026-02-12T14:00:00,New Asgard,Pym Particles,1174.8645,0.5,False,0.0,
2026-02-12T14:00:00,New Asgard,Vibranium (kg),7023.1842,3.58,False,0.0,
2026-02-12T14:00:00,Sanctum Sanctorum,Arc Reactor Cores,703.1186,1.08,False,0.0,
2026-02-12T14:00:00,Sanctum Sanctorum,Clean Water (L),3116.959,4.88,False,0.0,
2026-02-12T14:00:00,Sanctum Sanctorum,Medical Kits,796.7862,1.25,False,0.0,
2026-02-12T14:00:00,Sanctum Sanctorum,Pym Particles,487.9817,0.91,False,0.0,
2026-02-12T14:00:00,Sanctum Sanctorum,Vibranium (kg),7180.786,4.01,False,0.0,
2026-02-12T14:00:00,Sokovia,Arc Reactor Cores,885.8836,0.5,False,0.0,
2026-02-12T14:00:00,Sokovia,Clean Water (L),2999.3984,12.04,False,0.0,
2026-02-12T14:00:00,Sokovia,Medical Kits,930.2234,5.0,False,0.0,
2026-02-12T14:00:00,Sokovia,Pym Particles,1020.0891,0.81,False,0.0,
2026-02-12T14:00:00,Sokovia,Vibranium (kg),4675.761,3.75,False,0.0,
2026-02-12T14:00:00,Wakanda,Arc Reactor Cores,928.7564,0.96,False,0.0,
2026-02-12T14:00:00,Wakanda,Clean Water (L),4235.5314,3.14,False,0.0,
2026-02-12T14:00:00,Wakanda,Medical Kits,686.7055,2.62,False,0.0,
2026-02-12T14:00:00,Wakanda,Pym Particles,1021.5156,0.77,False,0.0,
2026-02-12T14:00:00,Wakanda,Vibranium (kg),4130.9226,0.65,False,0.0,
2026-02-12T15:00:00,Avengers Compound,Arc Reactor Cores,975.4161,0.57,False,0.0,
2026-02-12T15:00:00,Avengers Compound,Clean Water (L),2328.8839,6.55,False,0.0,
2026-02-12T15:00:00,Avengers Compound,Medical Kits,774.5531,3.0,False,0.0,
2026-02-12T15:00:00,Avengers Compound,Pym Particles,969.9554,1.66,False,0.0,
2026-02-12T15:00:00,Avengers Compound,Vibranium (kg),4194.991,4.3,False,0.0,
2026-02-12T15:00:00,New Asgard,Arc Reactor Cores,1119.7564,2.49,False,0.0,
2026-02-12T15:00:00,New Asgard,Clean Water (L),4752.5253,3.52,False,0.0,
2026-02-12T15:00:00,New Asgard,Medical Kits,452.4091,2.04,False,0.0,
2026-02-12T15:00:00,New Asgard,Pym Particles,1173.9845,0.88,False,0.0,
2026-02-12T15:00:00,New Asgard,Vibranium (kg),7017.0242,6.16,False,0.0,
2026-02-12T15:00:00,Sanctum Sanctorum,Arc Reactor Cores,702.0786,1.04,False,0.0,
2026-02-12T15:00:00,Sanctum Sanctorum,Clean Water (L),3109.299,7.66,False,0.0,
2026-02-12T15:00:00,Sanctum Sanctorum,Medical Kits,796.2462,0.54,False,0.0,
2026-02-12T15:00:00,Sanctum Sanctorum,Pym Particles,487.0017,0.98,False,0.0,
2026-02-12T15:00:00,Sanctum Sanctorum,Vibranium (kg),7171.396,9.39,False,0.0,
2026-02-12T15:00:00,Sokovia,Arc Reactor Cores,884.9736,0.91,False,0.0,
2026-02-12T15:00:00,Sokovia,Clean Water (L),2994.8384,4.56,False,0.0,
2026-02-12T15:00:00,Sokovia,Medical Kits,924.8734,5.35,False,0.0,
2026-02-12T15:00:00,Sokovia,Pym Particles,1019.2591,0.83,False,0.0,
2026-02-12T15:00:00,Sokovia,Vibranium (kg),4672.681,3.08,False,0.0,
2026-02-12T15:00:00,Wakanda,Arc Reactor Cores,925.9964,2.76,False,0.0,
2026-02-12T15:00:00,Wakanda,Clean Water (L),4233.2414,2.29,False,0.0,
2026-02-12T15:00:00,Wakanda,Medical Kits,683.4455,3.26,False,0.0,
2026-02-12T15:00:00,Wakanda,Pym Particles,1021.0156,0.5,False,0.0,
2026-02-12T15:00:00,Wakanda,Vibranium (kg),4130.4226,0.5,False,0.0,
2026-02-12T16:00:00,Avengers Compound,Arc Reactor Cores,974.9161,0.5,False,0.0,
2026-02-12T16:00:00,Avengers Compound,Clean Water (L),2322.9639,5.92,False,0.0,
2026-02-12T16:00:00,Avengers Compound,Medical Kits,770.9731,3.58,False,0.0,
2026-02-12T16:00:00,Avengers Compound,Pym Particles,967.6254,2.33,False,0.0,
2026-02-12T16:00:00,Avengers Compound,Vibranium (kg),4193.001,1.99,False,0.0,
2026-02-12T16:00:00,New Asgard,Arc Reactor Cores,1118.3264,1.43,False,0.0,
2026-02-12T16:00:00,New Asgard,Clean Water (L),4752.0253,0.5,False,0.0,
2026-02-12T16:00:00,New Asgard,Medical Kits,451.0191,1.39,False,0.0,
2026-02-12T16:00:00,New Asgard,Pym Particles,1173.0745,0.91,False,0.0,
2026-02-12T16:00:00,New Asgard,Vibranium (kg),7010.9242,6.1,False,0.0,
2026-02-12T16:00:00,Sanctum Sanctorum,Arc Reactor Cores,701.1686,0.91,False,0.0,
2026-02-12T16:00:00,Sanctum Sanctorum,Clean Water (L),3106.179,3.12,False,0.0,
2026-02-12T16:00:00,Sanctum Sanctorum,Medical Kits,795.3762,0.87,False,0.0,
2026-02-12T16:00:00,Sanctum Sanctorum,Pym Particles,486.2017,0.8,False,0.0,
2026-02-12T16:00:00,Sanctum Sanctorum,Vibranium (kg),7166.066,5.33,False,0.0,
2026-02-12T16:00:00,Sokovia,Arc Reactor Cores,884.4736,0.5,False,0.0,
2026-02-12T16:00:00,Sokovia,Clean Water (L),2988.3084,6.53,False,0.0,
2026-02-12T16:00:00,Sokovia,Medical Kits,919.9234,4.95,False,0.0,
2026-02-12T16:00:00,Sokovia,Pym Particles,1018.0691,1.19,False,0.0,
2026-02-12T16:00:00,Sokovia,Vibranium (kg),4672.181,0.5,False,0.0,
2026-02-12T16:00:00,Wakanda,Arc Reactor Cores,924.1464,1.85,False,0.0,
2026-02-12T16:00:00,Wakanda,Clean Water (L),4227.1314,6.11,False,0.0,
2026-02-12T16:00:00,Wakanda,Medical Kits,680.7255,2.72,False,0.0,
2026-02-12T16:00:00,Wakanda,Pym Particles,1019.9056,1.11,False,0.0,
2026-02-12T16:00:00,Wakanda,Vibranium (kg),4129.9226,0.5,False,0.0,
2026-02-12T17:00:00,Avengers Compound,Arc Reactor Cores,973.4661,1.45,False,0.0,
2026-02-12T17:00:00,Avengers Compound,Clean Water (L),2317.3639,5.6,False,0.0,
2026-02-12T17:00:00,Avengers Compound,Medical Kits,767.6931,3.28,False,0.0,
2026-02-12T17:00:00,Avengers Compound,Pym Particles,966.1854,1.44,False,0.0,
2026-02-12T17:00:00,Avengers Compound,Vibranium (kg),4187.901,5.1,False,0.0,
2026-02-12T17:00:00,New Asgard,Arc Reactor Cores,1115.8264,2.5,False,0.0,
2026-02-12T17:00:00,New Asgard,Clean Water (L),4745.9753,6.05,False,0.0,
2026-02-12T17:00:00,New Asgard,Medical Kits,450.5191,0.5,False,0.0,
2026-02-12T17:00:00,New Asgard,Pym Particles,1171.9345,1.14,False,0.0,
2026-02-12T17:00:00,New Asgard,Vibranium (kg),7007.5242,3.4,False,0.0,
2026-02-12T17:00:00,Sanctum Sanctorum,Arc Reactor Cores,700.2886,0.88,False,0.0,
2026-02-12T17:00:00,Sanctum Sanctorum,Clean Water (L),3100.649,5.53,False,0.0,
2026-02-12T17:00:00,Sanctum Sanctorum,Medical Kits,793.8462,1.53,False,0.0,
2026-02-12T17:00:00,Sanctum Sanctorum,Pym Particles,484.9617,1.24,False,0.0,
2026-02-12T17:00:00,Sanctum Sanctorum,Vibranium (kg),7161.466,4.6,False,0.0,
2026-02-12T17:00:00,Sokovia,Arc Reactor Cores,883.9736,0.5,False,0.0,
2026-02-12T17:00:00,Sokovia,Clean Water (L),2987.8084,0.5,False,0.0,
2026-02-12T17:00:00,Sokovia,Medical Kits,914.4234,5.5,False,0.0,
2026-02-12T17:00:00,Sokovia,Pym Particles,1017.5691,0.5,False,0.0,
2026-02-12T17:00:00,Sokovia,Vibranium (kg),4670.571,1.61,False,0.0,
2026-02-12T17:00:00,Wakanda,Arc Reactor Cores,921.1964,2.95,False,0.0,
2026-02-12T17:00:00,Wakanda,Clean Water (L),4224.2914,2.84,False,0.0,
2026-02-12T17:00:00,Wakanda,Medical Kits,678.9455,1.78,False,0.0,
2026-02-12T17:00:00,Wakanda,Pym Particles,1019.3456,0.56,False,0.0,
2026-02-12T17:00:00,Wakanda,Vibranium (kg),4129.0026,0.92,False,0.0,
2026-02-12T18:00:00,Avengers Compound,Arc Reactor Cores,972.8861,0.58,False,0.0,
2026-02-12T18:00:00,Avengers Compound,Clean Water (L),2305.4039,11.96,False,0.0,
2026-02-12T18:00:00,Avengers Compound,Medical Kits,765.0531,2.64,False,0.0,
2026-02-12T18:00:00,Avengers Compound,Pym Particles,964.4454,1.74,False,0.0,
2026-02-12T18:00:00,Avengers Compound,Vibranium (kg),4181.791,6.11,False,0.0,
2026-02-12T18:00:00,New Asgard,Arc Reactor Cores,1113.3064,2.52,False,0.0,
2026-02-12T18:00:00,New Asgard,Clean Water (L),4743.8253,2.15,False,0.0,
2026-02-12T18:00:00,New Asgard,Medical Kits,449.7191,0.8,False,0.0,
2026-02-12T18:00:00,New Asgard,Pym Particles,1171.1345,0.8,False,0.0,
2026-02-12T18:00:00,New Asgard,Vibranium (kg),7002.1442,5.38,False,0.0,
2026-02-12T18:00:00,Sanctum Sanctorum,Arc Reactor Cores,699.4686,0.82,False,0.0,
2026-02-12T18:00:00,Sanctum Sanctorum,Clean Water (L),3091.749,8.9,False,0.0,
2026-02-12T18:00:00,Sanctum Sanctorum,Medical Kits,793.3462,0.5,False,0.0,
2026-02-12T18:00:00,Sanctum Sanctorum,Pym Particles,483.9417,1.02,False,0.0,
2026-02-12T18:00:00,Sanctum Sanctorum,Vibranium (kg),7160.146,1.32,False,0.0,
2026-02-12T18:00:00,Sokovia,Arc Reactor Cores,883.4736,0.5,False,0.0,
2026-02-12T18:00:00,Sokovia,Clean Water (L),2983.1184,4.69,False,0.0,
2026-02-12T18:00:00,Sokovia,Medical Kits,908.5434,5.88,False,0.0,
2026-02-12T18:00:00,Sokovia,Pym Particles,1015.6191,1.95,False,0.0,
2026-02-12T18:00:00,Sokovia,Vibranium (kg),4670.071,0.5,False,0.0,
2026-02-12T18:00:00,Wakanda,Arc Reactor Cores,920.5064,0.69,False,0.0,
2026-02-12T18:00:00,Wakanda,Clean Water (L),4222.8014,1.49,False,0.0,
2026-02-12T18:00:00,Wakanda,Medical Kits,677.2655,1.68,False,0.0,
2026-02-12T18:00:00,Wakanda,Pym Particles,1018.2456,1.1,False,0.0,
2026-02-12T18:00:00,Wakanda,Vibranium (kg),4127.1626,1.84,False,0.0,
2026-02-12T19:00:00,Avengers Compound,Arc Reactor Cores,971.9361,0.95,False,0.0,
2026-02-12T19:00:00,Avengers Compound,Clean Water (L),2293.7839,11.62,False,0.0,
2026-02-12T19:00:00,Avengers Compound,Medical Kits,760.7231,4.33,False,0.0,
2026-02-12T19:00:00,Avengers Compound,Pym Particles,962.9654,1.48,False,0.0,
2026-02-12T19:00:00,Avengers Compound,Vibranium (kg),4178.521,3.27,False,0.0,
2026-02-12T19:00:00,New Asgard,Arc Reactor Cores,1110.9664,2.34,False,0.0,
2026-02-12T19:00:00,New Asgard,Clean Water (L),4739.7653,4.06,False,0.0,
2026-02-12T19:00:00,New Asgard,Medical Kits,448.5991,1.12,False,0.0,
2026-02-12T19:00:00,New Asgard,Pym Particles,1170.1845,0.95,False,0.0,
2026-02-12T19:00:00,New Asgard,Vibranium (kg),6998.9242,3.22,False,0.0,
2026-02-12T19:00:00,Sanctum Sanctorum,Arc Reactor Cores,698.6286,0.84,False,0.0,
2026-02-12T19:00:00,Sanctum Sanctorum,Clean Water (L),3087.099,4.65,False,0.0,
2026-02-12T19:00:00,Sanctum Sanctorum,Medical Kits,792.1862,1.16,False,0.0,
2026-02-12T19:00:00,Sanctum Sanctorum,Pym Particles,483.4417,0.5,False,0.0,
2026-02-12T19:00:00,Sanctum Sanctorum,Vibranium (kg),7153.256,6.89,False,0.0,
2026-02-12T19:00:00,Sokovia,Arc Reactor Cores,882.7336,0.74,False,0.0,
2026-02-12T19:00:00,Sokovia,Clean Water (L),2981.4384,1.68,False,0.0,
2026-02-12T19:00:00,Sokovia,Medical Kits,902.5634,5.98,False,0.0,
2026-02-12T19:00:00,Sokovia,Pym Particles,1014.7691,0.85,False,0.0,
2026-02-12T19:00:00,Sokovia,Vibranium (kg),4668.591,1.48,False,0.0,
2026-02-12T19:00:00,Wakanda,Arc Reactor Cores,919.5664,0.94,False,0.0,
2026-02-12T19:00:00,Wakanda,Clean Water (L),4216.2014,6.6,False,0.0,
2026-02-12T19:00:00,Wakanda,Medical Kits,674.7055,2.56,False,0.0,
2026-02-12T19:00:00,Wakanda,Pym Particles,1017.5756,0.67,False,0.0,
2026-02-12T19:00:00,Wakanda,Vibranium (kg),4124.9326,2.23,False,0.0,
2026-02-12T20:00:00,Avengers Compound,Arc Reactor Cores,970.9461,0.99,False,0.0,
2026-02-12T20:00:00,Avengers Compound,Clean Water (L),2288.7739,5.01,False,0.0,
2026-02-12T20:00:00,Avengers Compound,Medical Kits,759.3131,1.41,False,0.0,
2026-02-12T20:00:00,Avengers Compound,Pym Particles,962.0054,0.96,False,0.0,
2026-02-12T20:00:00,Avengers Compound,Vibranium (kg),4172.251,6.27,False,0.0,
2026-02-12T20:00:00,New Asgard,Arc Reactor Cores,1107.8764,3.09,False,0.0,
